Name,MeasurementUnit,ProductGroup,STOCK,Barcode,Cost,Supplier,Price,Image,SKU, stock minimo,LowStockWarning,PreferredQuantity,WarningQuantity,IsUsingDefaultQuantity
SNACK DE ARROZ DON MARCOS - PIZZA 80GR,Unidad,GALLETITAS - PANES - SNAKCS,,7790847060727,462.50,MD DISTRIBUCIONES,900.00,,938,,,5,3,1
ACEITE DE OLIVA - ECOLIVA 500CC,Unidad,ACEITES - ADEREZOS,,7798159930110,"4,176.32",ORGANICA,"7,000.00",,939,,,3,1,1
MACA KALLPA NEGRA 500GR,Unidad,SUPLEMENTOS,,7750781006831,"1,944.00",ORGANICA,"3,500.00",,940,,,3,1,1
HARINA DE ARROZ YAMANI X450GR - DICOMERE,Unidad,HARINAS,,7793323004901,"1,265.30",ORGANICA,"2,800.00",,941,,,3,1,1
ACEITE DE COCO GOD BLESS YOU - NEUTRO 500ML,Unidad,ACEITES - ADEREZOS,,7798318380060,"8,273.80",ORGANICA,"17,000.00",,942,,,2,0,1
PROBIOTICOS - IKIGAI 100ML,Unidad,SUPLEMENTOS,,763571723159,"6,760.00",ORGANICA,"9,500.00",,943,,,2,0,1
YOGUR ENTERO ARANDANOS 160GR - TREGAR,Unidad,HELADERA,,7793913013252,701.20,TREGAR,"1,200.00",,944,,,5,2,1
YOGUR ENTERO DURAZNO 160GR - TREGAR,Unidad,HELADERA,,7793913013245,701.20,TREGAR,"1,200.00",,945,,,5,2,1
GASEOSA DE LIMON Y JENGIBRE - LAS BRISAS 354ML,Unidad,HELADERA,,7798161722871,"1,787.25",ORGANICA,"2,900.00",,946,,,5,2,1
KOMBUCHA HIBISCUS 1LT - SALVIA MORADA,Unidad,HELADERA,,,"4,335.00",ORGANICA,"6,800.00",,947,,,5,2,1
KOMBUCHA LIMON Y JENGIBRE 1LT - SALVIA MORADA,Unidad,HELADERA,,,"4,335.00",ORGANICA,"6,800.00",,948,,,5,2,1
JUAL STEVIA EN POLVO - DOY PACK 220GR,Unidad,ENDULZANTE,,7798143230301,"4,462.00",PUNTO CANDY,"7,800.00",,949,,,5,2,1
YERBA JESPER - ORGANICA 500GR,Unidad,HERBOLARIA,,7798185200478,"3,353.00",PUNTO CANDY,"5,700.00",,950,,,5,2,1
PEPAS LA FRANCIA - MEMBRILLO Y ALGARROBA SUELTAS POR UNIDAD,Unidad,GALLETITAS - PANES - SNAKCS,,,234.00,BIOMEGA,360.00,,951,,,27,10,1
BARRAS CROWIE LIMON,Unidad,SNAK DULCES,,7798228640223,323.00,BIOMEGA,800.00,,952,,,12,6,1
BARRAS CROWIE CHOCOLATE,Unidad,SNAK DULCES,,7798228640018,323.00,BIOMEGA,800.00,,953,,,12,6,1
MERMELADA EL BROCAL - PERA SIN AZUCAR,Unidad,DULCES - MIEL,,7798088960431,"3,960.00",ORGANICA,"6,000.00",,954,,,3,1,1
MERMELADA EL BROCAL - NARANJA SIN AZUCAR,Unidad,DULCES - MIEL,,7798088960356,"3,960.00",ORGANICA,"6,000.00",,955,,,3,1,1
DISCOS DE ARROZ CERAL - CON SAL,Unidad,GALLETITAS - PANES - SNAKCS,,7794767069471,"1,275.00",ORGANICA,"2,200.00",,956,,,5,2,1
DISCOS DE ARROZ CERAL - SIN SAL,Unidad,GALLETITAS - PANES - SNAKCS,,7794767069464,"1,275.00",ORGANICA,"2,200.00",,957,,,5,2,1
DISCOS DE ARROZ CERAL - DULCE,Unidad,GALLETITAS - PANES - SNAKCS,,7794767069457,"1,275.00",ORGANICA,"2,200.00",,958,,,5,2,1
MIEL ORGANICA ATAMISKY - EL ARBOL 500GR,Unidad,DULCES - MIEL,,,"5,000.00",RODRIGO,"7,000.00",,959,,,1,0,1
MIEL ORGANICA POLEO - EL ARBOL 500GR,Unidad,DULCES - MIEL,,,"5,000.00",RODRIGO,"7,000.00",,960,,,1,0,1
MIEL ORGANICA GARABATO - EL ARBOL 500GR,Unidad,DULCES - MIEL,,,"5,000.00",RODRIGO,"7,000.00",,961,,,1,0,1
MIEL ORGANICA CHAÑAR - EL ARBOL 500GR,Unidad,DULCES - MIEL,,,"5,000.00",RODRIGO,"7,000.00",,962,,,1,0,1
MIEL ORGANICA JUDA - EL ARBOL 500GR,Unidad,DULCES - MIEL,,,"5,000.00",RODRIGO,"7,000.00",,963,,,1,0,1
MIEL ORGANICA JUDA - EL ARBOL 1KG,Unidad,DULCES - MIEL,,,"6,750.00",RODRIGO,"9,600.00",,964,,,1,0,1
MIEL ORGANICA ROMERO - EL ARBOL 1KG,Unidad,DULCES - MIEL,,,"6,750.00",RODRIGO,"9,600.00",,965,,,1,0,1
PROPOLEO SPRAY - EL ARBOL,Unidad,GONDOLA,,,"5,700.00",RODRIGO,"7,300.00",,966,,,2,1,1
PATE DE ACEITUNAS VERDES - VERDE COSECHA,Unidad,ACEITES - ADEREZOS,,,"3,500.00",RODRIGO,"6,000.00",,967,,,2,1,1
CAFE DE ALGARROBA - A CUATRO MANOS 110GR,Unidad,INFUSIONES,,,"4,800.00",RODRIGO,"6,600.00",,968,,,2,1,1
CAFE DE MISTOL - A CUATRO MANOS 110GR,Unidad,INFUSIONES,,,"4,800.00",RODRIGO,"6,600.00",,969,,,2,1,1
CAFE DE CHAÑAR - A CUATRO MANOS 110GR,Unidad,INFUSIONES,,,"4,800.00",RODRIGO,"6,600.00",,970,,,2,1,1
CHOCOLATADA DE ALGARROBA - A CUATRO MANOS 110GR,Unidad,INFUSIONES,,,"4,800.00",RODRIGO,"6,600.00",,971,,,2,1,1
CAFE DE ALGARROBA - A CUATRO MANOS 250GR,Unidad,INFUSIONES,,,"5,300.00",RODRIGO,"7,600.00",,972,,,2,1,1
CAFE DE MISTOL - A CUATRO MANOS 250GR,Unidad,INFUSIONES,,,"5,300.00",RODRIGO,"7,600.00",,973,,,2,1,1
CAFE DE CHAÑAR - A CUATRO MANOS 250GR,Unidad,INFUSIONES,,,"5,300.00",RODRIGO,"7,600.00",,974,,,2,1,1
CHOCOLATADA DE ALGARROBA - A CUATRO MANOS 500GR,Unidad,INFUSIONES,,,"8,450.00",RODRIGO,"12,200.00",,975,,,2,1,1
ACEITE DE OLIVA - CUENCA OLIVA FRUTADO MEDIO 1LT,Unidad,ACEITES - ADEREZOS,,,"16,500.00",RODRIGO,"27,000.00",,976,,,1,0,1
ACEITE DE OLIVA - CUENCA OLIVA TRADICIONAL 1LT,Unidad,ACEITES - ADEREZOS,,,"16,500.00",RODRIGO,"27,000.00",,977,,,1,0,1
ACEITE DE OLIVA - CUENCA OLIVA TRADICIONAL 500ML,Unidad,ACEITES - ADEREZOS,,,"9,425.00",RODRIGO,"16,000.00",,978,,,1,0,1
LECHE DESCREMADA 0% - TREGAR,Unidad,LACTEOS,,7793913002447,"1,322.70",TREGAR,"2,500.00",,979,,,6,3,1
HARINA DE SESAMO,Kilogramo,HARINAS,,,"1,590.00",PUNTO CANDY,"4,000.00",,980,,,3,1,0
PASTA LAMINADA AL HUEVO - SIN TACC EL COLONO,Unidad,GONDOLA,,763571861110,"1,665.00",PUNTO CANDY,"3,300.00",,981,,,3,1,1
PASTA LAMINADA MORRON - SIN TACC EL COLONO,Unidad,GONDOLA,,763571861141,"1,665.00",PUNTO CANDY,"3,300.00",,982,,,3,1,1
PASTA LAMINADA ESPINACA - SIN TACC EL COLONO,Unidad,GONDOLA,,763571861172,"1,665.00",PUNTO CANDY,"3,300.00",,983,,,3,1,1
ALFAJOR CHOCO - MANI NATAL,Unidad,GALLETITAS - PANES - SNAKCS,,,"1,217.00",NATAL,"1,800.00",,984,,,12,6,1
ALFAJOR DULCE DE LECHE SIN AZUCAR - DOÑA MAGDALENA,Unidad,SNAK DULCES,,,"1,116.00",ORGANICA,"1,900.00",,985,,,12,6,1
ALFAJOR PROTEICO AVELLANA - MR OLYMPIA,Unidad,SNAK DULCES,,7798184720526,"1,217.00",ORGANICA,"2,400.00",,986,,,5,2,1
ALFAJOR PROTEICO MANI - MR OLYMPIA,Unidad,SNAK DULCES,,7798184720502,"1,217.00",ORGANICA,"2,400.00",,987,,,5,2,1
BARRITA LADDUBAR - ARANDANOS,Unidad,SNAK DULCES,,8904150127483,805.00,ORGANICA,"1,250.00",,988,,,12,6,1
MIEL LIQUIDA - ENTRENUTS,Unidad,DULCES - MIEL,,736684208745,"3,683.60",TREGAR,"6,500.00",,989,,,3,1,1
POLVO DE HORNEAR FRASCO 50GR - EL PROCAL,Unidad,REPOSTERIA,,7798264460601,895.40,ORGANICA,"1,900.00",,990,,,3,1,1
VINAGRE DE SIDRA DE MANZANA ORGANICO 250CC - VINAGRES MADRE,Unidad,ACEITES - ADEREZOS,,,"8,097.20",ORGANICA,"16,000.00",,991,,,3,1,1
COPOS DE MAIZ INTEGRAL,Kilogramo,CEREALES - SNACK,,,"3,632.72",GRANIX,"9,000.00",,992,,,3,1,0
GALLETITAS GRANOVITA - LIMON,Unidad,GALLETITAS - PANES - SNAKCS,,7790045000846,655.20,GRANIX,"1,500.00",,993,,,6,2,1
GALLETITAS FRUTIGRAN - AVENA Y FRUTOS ROJOS,Unidad,GALLETITAS - PANES - SNAKCS,,7790045825791,"1,515.00",GRANIX,"3,300.00",,994,,,6,2,1
GALLETITAS GRANOLITAS - MANZANA Y CANELA,Unidad,GALLETITAS - PANES - SNAKCS,,7790045827641,854.00,GRANIX,"1,900.00",,995,,,6,2,1
ESENCIA DE VAINILLA PROCAL X100CC,Unidad,REPOSTERIA,,7798264461028,602.00,BIOMEGA,"1,600.00",,996,,,5,2,1
ACONDICIONADOR NATURAL - KARITE 80GR,Unidad,COSMETICOS,,,"7,200.00",KARITE,"10,000.00",,997,,,2,1,1
JABON MASAJEADOR NATURAL - KARITE 125GR,Unidad,COSMETICOS,,,"4,000.00",KARITE,"6,000.00",,998,,,2,1,1
BALSAMO LABIAL - KARITE,Unidad,COSMETICOS,,,"4,800.00",KARITE,"6,600.00",,999,,,2,1,1
MEDALLON NUTREE - ESPINACA,Unidad,FREEZER,,,"4,142.33",ORGANICA,"6,800.00",,1000,,,3,1,1
MEDALLON NUTREE - LENTEJAS,Unidad,FREEZER,,,"4,142.33",ORGANICA,"6,800.00",,1001,,,3,1,1
PSYLLIUM HUSK - DICOMERE DOY PACK 100GR,Unidad,REPOSTERIA,,7793323024299,"5,980.00",ORGANICA,"8,900.00",,1002,,,3,1,1
LECHE DE ALMENDRAS ORIGINAL - TRATENFU 500ML,Unidad,LACTEOS,,7798290582339,"1,942.15",ORGANICA,"3,000.00",,1003,,,5,2,1
SNACK NUESTROS SABORES - NACHOS CON CHIA 80GR,Unidad,GALLETITAS - PANES - SNAKCS,,7798171732365,953.00,ORGANICA,"1,900.00",,1004,,,5,2,1
MINI PASTAFROLA MEMBRILLO - SIN TACC,Unidad,GALLETITAS - PANES - SNAKCS,,,"2,620.00",GLUTEN FREE,"4,300.00",,1005,,,5,2,1
BROWNIE CHOCOLATE - SIN TACC,Unidad,GALLETITAS - PANES - SNAKCS,,,"1,320.00",GLUTEN FREE,"2,400.00",,1006,,,6,2,1
ALFAJOR DE MAIZENA - SIN TACC,Unidad,GALLETITAS - PANES - SNAKCS,,,"1,120.00",GLUTEN FREE,"1,800.00",,1007,,,6,2,1
MIEL MULTIFLORAL - CLARO DIA 500GR,Unidad,DULCES - MIEL,,,"2,300.00",CLARO DIA,"5,000.00",,1008,,,10,5,1
BARRA PROTEICA FRAMBUESA - MERVICK 65GR,Unidad,SNAK DULCES,,7798115260244,"1,461.55",DISTRIBUIDORA DEL RIO,"2,400.00",,1009,,,12,6,1
BARRA PROTEICA CHOCOLATE - MERVICK 65GR,Unidad,SNAK DULCES,,,"1,461.55",DISTRIBUIDORA DEL RIO,"2,400.00",,1010,,,12,6,1
BARRA PROTEICA LIMON - MERVICK 65GR,Unidad,SNAK DULCES,,7798115260251,"1,461.55",DISTRIBUIDORA DEL RIO,"2,400.00",,1011,,,12,6,1
VINAGRE DE SIDRA DE MANZANA X 30 CAPSULAS - VITAMIN WAY,Unidad,SUPLEMENTOS,,,"9,083.50",ORGANICA,"15,000.00",,1012,,,1,0,1
MAGNESIO X 30 CAPSULAS - VITAMIN WAY,Unidad,SUPLEMENTOS,,7798008294202,"4,895.00",ORGANICA,"10,000.00",,1013,,,1,0,1
INFUSION ADELGAFRUTA FRUTOS DEL BOSQUE - SAINT GOTTARD,Unidad,INFUSIONES,,7798008295230,"3,930.00",ORGANICA,"5,600.00",,1014,,,1,0,1
"INFUSION ADELGAFRUTA LIMON, LIMA, JENGIBRE Y MENTA - SAINT GOTTARD",Unidad,INFUSIONES,,7798008295247,"3,930.00",ORGANICA,"5,600.00",,1015,,,1,0,1
AZAFRAN (Español) - 2 GR,Unidad,ESPECIAS,,7791351129900,"1,380.00",EL CASTAÑO,"2,700.00",,1016,,,4,2,1
LECHE DE NUEZ PECAN 1LT - PAMPA VIDA,Unidad,LACTEOS,,7798333321925,"3,202.32",ORGANICA,"4,800.00",,1017,,,5,2,1
ACEITE DE OREGANO 45CC - MK ,Unidad,ACEITES - ADEREZOS,,,"3,705.00",ORGANICA,"14,000.00",,1018,,,2,1,1
PAN LACTAL KETO - CIELITO LINDO,Unidad,GALLETITAS - PANES - SNAKCS,,,"11,700.00",ORGANICA,"16,000.00",,1019,,,1,0,1
EDULKONY CON STEVIA 200ML,Unidad,ENDULZANTE,,7798382830195,"1,321.20",BIOMEGA,"2,800.00",,1020,,,4,2,1
BARRITA MUECAS - PASAS Y ARANDANOS SIN AZUCAR,Unidad,SNAK DULCES,,7798333090142,931.00,BIOMEGA,"1,800.00",,1021,,,16,8,1
ACEITE DE CHIA OMEGA 3 - NUTRASEM x250CC,Unidad,ACEITES - ADEREZOS,,7798426200038,"7,935.00",PUNTO CANDY,"15,000.00",,1022,,,1,0,1
FIDEO SPAGUETTI DE SEMOLIN INTEGRAL - MI FIDEO 227GR,Unidad,GONDOLA,,7798146451529,"1,020.00",PUNTO CANDY,"2,600.00",,1023,,,4,2,1
YERBA ROAPIPO - ORGANICA 500GR,Unidad,HERBOLARIA,,7798185200041,"2,868.00",PUNTO CANDY,"5,000.00",,1024,,,3,1,1
SNACK FINAS HIERBAS 80GR - DOLCE AMORE SIN TACC,Unidad,GALLETITAS - PANES - SNAKCS,,7798302160203,"1,832.30",ORGANICA,"2,900.00",,1025,,,5,2,1
SNACK JAMON SERRANO 80GR - DOLCE AMORE SIN TACC,Unidad,GALLETITAS - PANES - SNAKCS,,7798302160180,"1,832.30",ORGANICA,"2,900.00",,1026,,,5,2,1
SNACK PIZZA 80GR - DOLCE AMORE SIN TACC,Unidad,GALLETITAS - PANES - SNAKCS,,7798302160272,"1,832.30",ORGANICA,"2,900.00",,1027,,,5,2,1
COOKIES VAINILLA 100GR - DOLCE AMORE SIN TACC,Unidad,GALLETITAS - PANES - SNAKCS,,7798302160241,"2,061.30",ORGANICA,"3,300.00",,1028,,,5,2,1
LECHE DE ALMENDRAS SIN ENDULZAR 1LT - BIBA,Unidad,LACTEOS,,7798290581875,"2,365.00",ORGANICA,"3,900.00",,1029,,,3,1,1
PAN DE MOLDE CON SEMILLAS SIN TACC- GLUTEN FREE,Unidad,GALLETITAS - PANES - SNAKCS,,,"3,500.00",GLUTEN FREE,"6,500.00",,1030,,,3,1,1
DULCE DE MEMBRILLO SIN AZUCAR - ORIETA,Unidad,DULCES - MIEL,,7792260640050,"1,715.00",BIOMEGA,"3,200.00",,1031,,,4,2,1
CARTILAGO DE TIBURON 90GR,Unidad,SUPLEMENTOS,,,465.00,BIOMEGA,"1,200.00",,1032,,,5,2,1
GRAVIOLA EN POLVO 90GR,Unidad,SUPLEMENTOS,,,420.00,BIOMEGA,"1,200.00",,1033,,,5,2,1
BARRAS MANI CON BASE DE CHOCOLATE - INTEGRA,Unidad,SNAK DULCES,,7798343751088,"1,230.00",BIOMEGA,"1,900.00",,1034,,,10,5,1
,"
",,,,,,,,,,,,,
