Name,MeasurementUnit,ProductGroup,STOCK,Barcode,Cost,Supplier,Price,Image,SKU, stock minimo,LowStockWarning,PreferredQuantity,WarningQuantity,IsUsingDefaultQuantity
PREMEZCLA NATURAL POP - COOKIES VEGANA,Unidad,ALMIDONES - PREMEZCLAS - AVENA,5,7798370550203,1300,ORGANICA,2600,,569,,1,3,1,1
PREMEZCLA PAN DE GARBANZO ONE TWO FIT - 200GR,Unidad,ALMIDONES - PREMEZCLAS - AVENA,3,656750722077,3835,BIOMEGA,6000,,570,,1,3,1,1
PREMEZCLA PANCAKE CACAO KETO ONE TWO FIT - 200GR,Unidad,ALMIDONES - PREMEZCLAS - AVENA,2,727373124989,5560,BIOMEGA,8200,,571,,1,3,1,1
PREMEZCLA PANCAKE VAINILLA KETO ONE TWO FIT - 200GR,Unidad,ALMIDONES - PREMEZCLAS - AVENA,2,727373124972,5460,BIOMEGA,8200,,572,,1,3,1,1
PREMEZCLA PAN KETO ONE TWO FIT - 200GR,Unidad,ALMIDONES - PREMEZCLAS - AVENA,2,727373124965,2342.6,BIOMEGA,4800,,573,,1,3,1,1
REBOZADOR DICOMERE ARROZ - SIN TACC,Unidad,ALMIDONES - PREMEZCLAS - AVENA,12,7793323024893,2338,ORGANICA,4200,,574,,1,3,1,1
REBOZADOR x500gr DELICEL - SIN TACC,Unidad,ALMIDONES - PREMEZCLAS - AVENA,5,7798160700245,2455,BIOMEGA,4200,,575,,1,3,1,1
TRIGO SARRACENO x250gr YIN YANG - SIN TACC,Unidad,CEREALES - LEGUMBRES,4,7790495003862,,BIOMEGA,1600,,576,,1,3,1,1
LEVADURA LEVEX x2 SOBRE,Unidad,REPOSTERIA,8,7798018850184,675,ORGANICA,1300,,577,,1,12,1,1
LEVADURA CALSA - FRESCA,Unidad,HELADERA,10,7790813110401,318,LA SERENISIMA,600,,578,,1,12,1,1
NUTRILEVA NATURAL X200GR,Unidad,REPOSTERIA,2,7790813130126,4792,BIOMEGA,7500,,579,,1,3,1,1
NUTRILEVA QUESO x200GR,Unidad,REPOSTERIA,0,,6480,BIOMEGA,10000,,580,,1,3,1,1
DULRI STEVIA X120CC,Unidad,ENDULZANTE,4,7798014465429,3103.33,ORGANICA,4900,,581,,1,5,3,1
DULRI STEVIA X50 SOBRES,Unidad,ENDULZANTE,3,7798014465580,1718,ORGANICA,3000,,582,,1,5,3,1
DULRI STEVIA X100 SOBRES,Unidad,ENDULZANTE,3,7798014466051,2670,ORGANICA,4500,,583,,1,5,3,1
JUAL STEVIA X60CC,Unidad,ENDULZANTE,4,7798143230370,1826.36,ORGANICA,3000,,584,,1,5,3,1
JUAL STEVIA x125cc,Unidad,ENDULZANTE,2,7798143230264,2300,PUNTO CANDY,4200,,585,,1,5,3,1
JUAL STEVIA x250cc,Unidad,ENDULZANTE,14,7798143230271,3310,PUNTO CANDY,6500,,586,,1,5,3,1
JUAL STEVIA x600cc,Unidad,ENDULZANTE,1,7798143230288,6867,PUNTO CANDY,13000,,587,,1,5,3,1
KONY STEVIA POLVO X50 SOBRES,Unidad,ENDULZANTE,5,7798382830256,2213.6,BIOMEGA,3900,,588,,1,5,3,1
KONY STEVIA POLVO x100 SOBRES,Unidad,ENDULZANTE,4,7798382830249,3010,BIOMEGA,5100,,589,,1,5,3,1
KONY STEVIA x500cc,Unidad,ENDULZANTE,3,7798382830034,5360,BIOMEGA,11000,,590,,1,5,3,1
KONY STEVIA X200CC - LIFE 100%,Unidad,ENDULZANTE,,7798382830102,3810.3,BIOMEGA,6700,,591,,1,5,3,1
STEVIA YEVIA - ENTERA 15GR,Unidad,ENDULZANTE,2,790757828148,,,7500,,592,,1,2,1,1
STEVIA YEVIA - PULVERIZADA 15GR,Unidad,ENDULZANTE,2,790757828155,,,7500,,593,,1,2,1,1
ESENCIA DE VAINILLA 537 x100cc,Unidad,REPOSTERIA,2,7798158711512,602,BIOMEGA,1400,,594,,1,5,3,1
ESENCIA DE VAINILLA PROCAL x1L,Unidad,REPOSTERIA,2,7798264460212,2254,BIOMEGA,4700,,595,,1,5,3,1
ESENCIA DE VAINILLA PROCAL x35cc,Unidad,REPOSTERIA,6,7798264461097,490,BIOMEGA,1000,,596,,1,5,3,1
EXTRACTO DE VAINILLA NATURAL EL CASTILLO x30cc,Unidad,REPOSTERIA,2,7795258000720,,,3800,,597,,1,5,3,1
MOLINILLO - CARNES ROJAS SIN SAL,Unidad,ESPECIAS,1,7798053650343,4700,GOURMET CONCEPCION,6600,,598,,1,1,0,1
MOLINILLO - AVES SIN SAL,Unidad,ESPECIAS,1,7798053650114,4700,GOURMET CONCEPCION,6600,,599,,1,1,0,1
MOLINILLO - FINAS HIERBAS,Unidad,ESPECIAS,1,7798053651319,4700,GOURMET CONCEPCION,6600,,600,,1,1,0,1
SAL SABORIZADA CHIMI PATAGO. COLOSAL x 250g,Unidad,ESPECIAS,0,,1704.62,TREGAR,2700,,601,,1,2,1,1
SAL SABORIZADA ASADO ANDINO COLOSAL x 250g,Unidad,ESPECIAS,0,,1834.96,TREGAR,2900,,602,,1,2,1,1
SAL SIN SODIO SALUSIN x70gr,Unidad,ESPECIAS,7,7793323002976,,,4000,,603,,1,2,1,1
SAL SIN SODIO ARGENDIET x170gr,Unidad,ESPECIAS,2,7798146450898,5586,ORGANICA,8000,,604,,1,2,1,1
SAL MARINA DICOMERE 450GR - AHUMADA FINAS HIERBAS,Unidad,ESPECIAS,,7793323004536,1488.9,ORGANICA,2700,,605,,1,2,1,1
SAL MARINA DICOMERE 450GR - AHUMADA CARNES ROJAS,Unidad,ESPECIAS,,7793323004543,1488.9,ORGANICA,2700,,606,,1,2,1,1
SAL MARINA DICOMERE 450GR - NATURAL,Unidad,ESPECIAS,,,1488.9,ORGANICA,2700,,607,,1,2,1,1
SAL MARINA FINA - MACROZEN X500GR,Unidad,ESPECIAS,3,7798146450096,1580,ORGANICA,2900,,608,,1,2,1,1
SAL MARINA GRUESA - MACROZEN X 500GR ,Unidad,ESPECIAS,3,7798146450102,1580,ORGANICA,2900,,609,,1,2,1,1
SAL MARINA GOURMET MACROZEN X250GR,Unidad,ESPECIAS,1,7798146450973,,,3500,,610,,1,2,1,1
SAL MARINA FINA X 450GR - DICOMERE,Unidad,ESPECIAS,3,7793323004512,1413.4,ORGANICA,2500,,611,,1,2,1,1
SAL DEL HIMALAYA FINA 1KG SUELTA,Kilogramo,ESPECIAS,2,7897265364632,1943.6,BIOMEGA,3500,,612,,1,2,1,0
SAL DEL HIMALAYA GRUESA 1KG SUELTA,Kilogramo,ESPECIAS,2,7979067821930,1830,DARRONA,3700,,613,,1,2,1,0
GHEE ENTRENUTS,Unidad,ACEITES - ADEREZOS,6,656750783948,7956.5,TREGAR,13000,,614,,1,5,3,1
PASTA DE MANI ENTRENUTS - AHUMADA,Unidad,ACEITES - ADEREZOS,2,656750783986,1996,TREGAR,3100,,615,,1,4,2,1
PASTA DE MANI ENTRENUTS - CACAO,Unidad,ACEITES - ADEREZOS,2,736684208714,1996,TREGAR,3100,,616,,1,4,2,1
PASTA DE MANI ENTRENUTS - COCO,Unidad,ACEITES - ADEREZOS,2,736684208721,1996,TREGAR,3100,,617,,1,4,2,1
PASTA DE MANI ENTRENUTS - CROCANTE,Unidad,ACEITES - ADEREZOS,0,736684208738,1996,TREGAR,3100,,618,,1,4,2,1
PASTA DE MANI ENTRENUTS - MIX DE SEMILLAS,Unidad,ACEITES - ADEREZOS,2,656750783979,1996,TREGAR,3100,,619,,1,4,2,1
PASTA DE MANI ENTRENUTS - NATURAL,Unidad,ACEITES - ADEREZOS,3,736684208707,1996,TREGAR,3100,,620,,1,4,2,1
PASTA DE MANI ENTRENUTS - STEVIA,Unidad,ACEITES - ADEREZOS,2,656750783924,1996,TREGAR,3100,,621,,1,4,2,1
PASTA DE MANI ODDIS,Unidad,ACEITES - ADEREZOS,3,7798043432713,2780,EL CASTAÑO,4500,,622,,1,4,2,1
DULCE DE LECHE ARMONIA x400,Unidad,DULCES - MIEL,2,7790742330307,1541,LA SERENISIMA,2000,,623,,1,4,2,1
DULCE DE LECHE DOÑA MAGDALENA - 0% LACTOSA - 450GR,Unidad,DULCES - MIEL,3,7798054491228,3960,BIOMEGA,6700,,624,,1,4,2,1
DULCE DE LECHE DOÑA MAGDALENA - VEGANO STEVIA - 400GR,Unidad,DULCES - MIEL,4,7798054491044,5792.25,BIOMEGA,8500,,625,,1,4,2,1
DULCE DE LECHE DOÑA MAGDALENA CON STEVIA - 400GR,Unidad,DULCES - MIEL,7,7798054490603,4364,BIOMEGA,7000,,626,,1,4,2,1
DULCE DE LECHE LA SERENISIMA - CLASICO,Unidad,DULCES - MIEL,1,7790742625304,1665,LA SERENISIMA,2900,,627,,1,4,2,1
DULCE DE MEMBRILLO SIN AZUCAR - CORMILLOT,Unidad,DULCES - MIEL,2,7793046004240,1660,BIOMEGA,2900,,628,,1,4,2,1
MERMELADA ORG ARANDANOS S/AZ - LAS BRISAS - 240GR,Unidad,DULCES - MIEL,5,7798161723038,2490,NUTRER,5000,,629,,1,4,2,1
MERMELADA ORG FRUTOS ROJOS S/AZ - LAS BRISAS - 240GR,Unidad,DULCES - MIEL,5,7798161723328,2490,NUTRER,5000,,630,,1,4,2,1
MERMELADA MASSEUBE - LIGHT APTO DIABETICO ARANDANO X260g,Unidad,DULCES - MIEL,2,7793482300333,4104.62,GREEN Y CO,6500,,631,,1,4,2,1
MERMELADA MASSEUBE - LIGHT APTO DIABETICO FRUTILLA X260g,Unidad,DULCES - MIEL,2,7793482000349,4942.45,GREEN Y CO,7300,,632,,1,4,2,1
MERMELADA BRUCOR - DURAZNO,Unidad,DULCES - MIEL,4,7798035710133,1326,BIOMEGA,3000,,633,,1,4,2,1
MERMELADA CORMILLOT SIN AZUCAR - DURAZNO,Unidad,DULCES - MIEL,1,7793046007210,1783,BIOMEGA,3700,,634,,1,4,2,1
MERMELADA CORMILLOT SIN AZUCAR - FRUTILLA,Unidad,DULCES - MIEL,1,7793046007296,2475,BIOMEGA,4200,,635,,1,4,2,1
MERMELADA CORMILLOT SIN AZUCAR - HIGO,Unidad,DULCES - MIEL,1,7793046007340,1972,BIOMEGA,3900,,636,,1,4,2,1
MERMELADA CORMILLOT SIN AZUCAR - FRUTOS ROJOS,Unidad,DULCES - MIEL,2,7793046007333,2565,BIOMEGA,4900,,637,,1,4,2,1
MERMELADA CUARTO CRECIENTE CON STEVIA - HIGO,Unidad,DULCES - MIEL,4,7798083730602,2960,BIOMEGA,4900,,638,,1,4,2,1
MERMELADA CUARTO CRECIENTE CON STEVIA - ARANDANOS,Unidad,DULCES - MIEL,2,7798083730596,2960,BIOMEGA,4900,,639,,1,4,2,1
MERMELADA CUARTO CRECIENTE CON STEVIA - FRUTILLA,Unidad,DULCES - MIEL,1,7798083730626,2960,BIOMEGA,4900,,640,,1,4,2,1
MERMELADA CUARTO CRECIENTE CON STEVIA - FRUTOS ROJOS,Unidad,DULCES - MIEL,0,7798083730619,2960,BIOMEGA,4900,,641,,1,4,2,1
MERMELADA CUARTO CRECIENTE CON STEVIA - CIRUELA,Unidad,DULCES - MIEL,3,7798083731593,2676.5,BIOMEGA,4600,,642,,1,4,2,1
MERMELADA CUARTO CRECIENTE CON STEVIA - DURAZNO,Unidad,DULCES - MIEL,1,7798083730633,2676.5,BIOMEGA,4600,,643,,1,4,2,1
MERMELADA CUARTO CRECIENTE CON SEMILLAS - DURAZNO,Unidad,DULCES - MIEL,2,7798083731494,2618.7,BIOMEGA,4200,,644,,1,4,2,1
MERMELADA CUARTO CRECIENTE CON SEMILLAS - CIRUELA,Unidad,DULCES - MIEL,2,7798083731531,2618.7,BIOMEGA,4200,,645,,1,4,2,1
MIEL CON CARPINCHO,Unidad,DULCES - MIEL,3,,1164.8,ORGANICA,2800,,646,,1,4,2,1
MIEL CREMOSA - DOÑA MAGDALENA 400GR,Unidad,DULCES - MIEL,2,7798054491150,2742,NUTRER,4500,,647,,1,4,2,1
MIEL PURA KAVYTA 1kg ,Unidad,DULCES - MIEL,3,,7000,KAVYTA,9600,,648,,1,4,2,1
MIEL PURA KAVYTA 500gr ,Unidad,DULCES - MIEL,0,,3500,KAVYTA,6500,,649,,1,4,2,1
MIEL SAN NICOLAS ORGANICA X 500CC,Unidad,DULCES - MIEL,5,7791045000126,4923.9,DARRONA,8000,,650,,1,4,2,1
ALFAJOR CELIENERGY - AVELLANA Y MEMBRILLO,Unidad,SNAK DULCES,6,656750814383,870,BIOMEGA,1600,,651,,1,12,4,1
ALFAJOR CERRO AZUL - MOUSSE CHOCOLATE,Unidad,SNAK DULCES,3,7798161300703,955.64,ORGANICA,1600,,652,,1,12,4,1
ALFAJOR CERRO AZUL - MOUSSE LIMON,Unidad,SNAK DULCES,3,7798161300710,955.64,ORGANICA,1600,,653,,1,12,4,1
ALFAJOR DE ARROZ - CHOCO BLANCO - LULE MU,Unidad,SNAK DULCES,6,77987839,490,EL CASTAÑO,900,,654,,1,12,4,1
ALFAJOR DE ARROZ - CHOCO NEGRO - LULE MU,Unidad,SNAK DULCES,6,77987846,490,EL CASTAÑO,900,,655,,1,12,4,1
ALFAJOR VEGANO FELICES LAS VACAS - BLANCO,Unidad,SNAK DULCES,5,727373150131,1037,GREEN Y CO,1550,,656,,1,12,4,1
ALFAJOR VEGANO FELICES LAS VACAS - MEMBRILLO,Unidad,SNAK DULCES,1,727373150148,1037,GREEN Y CO,1550,,657,,1,12,4,1
ALFAJOR VEGANO FELICES LAS VACAS - CHOCOLATE,Unidad,SNAK DULCES,8,724751091963,1037,GREEN Y CO,1550,,658,,1,12,4,1
ALFAJOR VEGANO LIMÓN - ANIMAL KIND,Unidad,SNAK DULCES,16,7798184451246,362,NUTRER,1000,,659,,1,12,4,1
ALFAJOR VEGANO MANI BAÑADO - ANIMAL KIND,Unidad,SNAK DULCES,15,7798184451192,437,NUTRER,1200,,660,,1,12,4,1
ALFAJOR VEGANO NARANJA Y CHOCOLATE - MELTAIM,Unidad,SNAK DULCES,2,723540526846,394,,1200,,661,,1,12,4,1
ALFAJOR VEGANO CACAO Y PASTA DE MANI - MELTAIM,Unidad,SNAK DULCES,2,754697550101,394,,1200,,662,,1,12,4,1
ALFAJOR VEGANO PISTACHO - ANIMAL KIND,Unidad,SNAK DULCES,17,7798184451369,437,NUTRER,1200,,663,,1,12,4,1
BARRAS CAJÚ Y ARÁNDANOS - INTEGRA,Unidad,SNAK DULCES,15,7798343751019,956.3,BIOMEGA,1500,,664,,1,10,5,1
BARRAS ALMENDRA Y NUEZ - INTEGRA,Unidad,SNAK DULCES,,7798343750999,956.3,BIOMEGA,1500,,665,,1,10,5,1
BARRAS BANANA Y AVENA - INTEGRA,Unidad,SNAK DULCES,,7798343751002,956.3,BIOMEGA,1500,,666,,1,10,5,1
BARRAS GIRASOL Y ARÁNDANOS - INTEGRA,Unidad,SNAK DULCES,1,7798343751033,956.3,BIOMEGA,1500,,667,,1,10,5,1
BARRAS PROTEICAS CHOCOLATE - KIBAR,Unidad,SNAK DULCES,5,7798138853294,1650,EL CASTAÑO,2700,,668,,1,10,5,1
BARRAS PROTEICAS COCO - KIBAR,Unidad,SNAK DULCES,2,7798138853300,1650,EL CASTAÑO,2700,,669,,1,10,5,1
BARRAS PROTEICAS INTEGRA - MANI Y ARANDANOS,Unidad,SNAK DULCES,6,7798343751446,1230,BIOMEGA,2400,,670,,1,10,5,1
BARRAS PROTEICAS INTEGRA - MANI Y CHOCO,Unidad,SNAK DULCES,0,7798343751422,1230,BIOMEGA,2400,,671,,1,10,5,1
BARRAS ENERGETICAS - OLYMPIC CREMA DE MANI,Unidad,SNAK DULCES,,0763571819715,1474,ORGANICA,2400,,672,,1,10,5,1
BARRAS ENERGETICAS - OLYMPIC CHOCOLATE,Unidad,SNAK DULCES,,0763571819661,1474,ORGANICA,2400,,673,,1,10,5,1
BARRAS ENERGETICAS - OLYMPIC FRUTILLA,Unidad,SNAK DULCES,,0763571819685,1474,ORGANICA,2400,,674,,1,10,5,1
BARRAS ENERGETICAS - OLYMPIC VAINILLA,Unidad,SNAK DULCES,,0763571819692,1474,ORGANICA,2400,,675,,1,10,5,1
BARRAS ENERGETICAS - OLYMPIC COCO,Unidad,SNAK DULCES,,0763571819708,1474,ORGANICA,2400,,676,,1,10,5,1
BARRAS ENERGETICAS - OLYMPIC CACAO,Unidad,SNAK DULCES,,0763571819678,1474,ORGANICA,2400,,677,,1,10,5,1
BARRAS PROTEICAS COCO - OLYMPIC,Unidad,SNAK DULCES,3,763571819760,1587,ORGANICA,2500,,678,,1,10,5,1
BARRAS PROTEICAS CREMA DE MANI - OLYMPIC,Unidad,SNAK DULCES,1,763571819777,1587,ORGANICA,2500,,679,,1,10,5,1
BARRAS PROTEICAS FRUTILLA - OLYMPIC,Unidad,SNAK DULCES,0,,1587,ORGANICA,2500,,680,,1,10,5,1
BARRAS PROTEICAS V - TECH - PASTA DE MANI,Unidad,SNAK DULCES,12,7798139077095,1486.9,ORGANICA,2600,,681,,1,10,5,1
BARRAS QUE LO PALEO - CHOCOLATE SEMIAMARGO,Unidad,SNAK DULCES,6,614143678998,920,ORGANICA,1600,,682,,1,10,5,1
BARRAS QUE LO PALEO - CHOCOLATE BLANCO,Unidad,SNAK DULCES,6,614143678981,920,ORGANICA,1600,,683,,1,10,5,1
BARRAS S/TACC ARANDANOS - INTEGRA,Unidad,SNAK DULCES,10,7798343751040,956.3,BIOMEGA,1500,,684,,1,10,5,1
BARRAS S/TACC CHOCOLATE - INTEGRA,Unidad,SNAK DULCES,0,7798343751057,956.3,BIOMEGA,1500,,685,,1,10,5,1
BARRAS BRAVA - PERA Y FRUTILLA,Unidad,SNAK DULCES,,7798424300068,680,ORGANICA,1200,,686,,1,10,5,1
BARRAS BRAVA - CHOCOLATE Y COCO,Unidad,SNAK DULCES,,7798424300051,680,ORGANICA,1200,,687,,1,10,5,1
BARRAS BRAVA - ARANDANOS Y DATILES,Unidad,SNAK DULCES,,7798424300075,680,ORGANICA,1200,,688,,1,10,5,1
BARRITA LADDUBAR - CHOCO Y COCO,Unidad,SNAK DULCES,3,8906038788649,805,ORGANICA,1250,,689,,1,10,5,1
BARRITA LADDUBAR - BROWNIE,Unidad,SNAK DULCES,1,8906038788601,805,ORGANICA,1250,,690,,1,10,5,1
BARRITA LADDUBAR - FRUTOS ROJOS,Unidad,SNAK DULCES,10,8904150127438,805,ORGANICA,1250,,691,,1,10,5,1
BARRITA MUECAS - BANANA Y DULCE DE LECHE,Unidad,SNAK DULCES,4,7798333090135,931,BIOMEGA,1800,,692,,1,10,5,1
BARRITA MUECAS - PASAS Y ALMENDRAS,Unidad,SNAK DULCES,10,7798333090050,931,BIOMEGA,1800,,693,,1,10,5,1
BARRITA MUECAS - MANZANAS Y ARANDANOS,Unidad,SNAK DULCES,10,7798333090043,931,BIOMEGA,1800,,694,,1,10,5,1
BARRITAS CEREAL FORT - CHOCOLATE,Unidad,SNAK DULCES,10,7790206509027,,,750,,695,,1,10,5,1
BARRITAS CEREAL FORT - FRUTILLA,Unidad,SNAK DULCES,5,77909145,,,750,,696,,1,10,5,1
BOCADITO CHOCO MANÍ - INTEGRA,Unidad,SNAK DULCES,10,,820,BIOMEGA,1100,,697,,1,20,10,1
BOCADITO CHOCO MANÍ ARÁNDANOS - INTEGRA,Unidad,SNAK DULCES,12,,820,BIOMEGA,1100,,698,,1,20,10,1
CHOCOLATE CACAO 70% CON STEVIA - COPANI 63GR,Unidad,SNAK DULCES,3,7790239777592,3290,BIOMEGA,6000,,699,,1,3,1,1
CHOCOLATE CACAO 80% - COPANI 63GR,Unidad,SNAK DULCES,3,7790239777257,3290,BIOMEGA,6000,,700,,1,3,1,1
CHOCOLATE COLONIAL - ORGANICO 70%,Unidad,SNAK DULCES,2,7797897002936,4506.9,ORGANICA,7600,,701,,1,3,1,1
CHOCOLATE COLONIAL - SIN AZUCAR,Unidad,SNAK DULCES,3,7797897003001,3332,ORGANICA,5600,,702,,1,3,1,1
CHOCOLATE COLONIAL - CON STEVIA AL 70%,Unidad,SNAK DULCES,2,7797897003186,3542,ORGANICA,6000,,703,,1,3,1,1
CHOCOLATE VEGAN KUKELE,Unidad,SNAK DULCES,2,,,,4000,,704,,1,3,1,1
CHOCOLATINAS COPANI - LECHE DE COCO,Unidad,SNAK DULCES,15,77984364,205,BIOMEGA,300,,705,,1,50,10,1
CHOCOLATE GET REAL - 80% SIN AZUCAR,Unidad,SNAK DULCES,,7794620160574,4367.7,GREEN Y CO,7000,,706,,1,3,1,1
ALFAJOR HAPPY FOODS - DULCE DE LECHE SIN AZUCAR,Unidad,SNAK DULCES,,7798308250113,1046.6,GREEN Y CO,1600,,707,,1,12,5,1
ALFAJOR CELIENERGY - ZAPALLO Y ALGARROBA,Unidad,SNAK DULCES,,076625228594,739.5,GREEN Y CO,1600,,708,,1,12,5,1
MINI TABLETA CHOCOLATE 55% SIN AZ - COPANI,Unidad,SNAK DULCES,20,7790239778025,623,BIOMEGA,900,,709,,1,25,10,1
TURRON BILLIKEN - SIN TACC,Unidad,SNAK DULCES,50,7798186032924,165.6,MD DISTRIBUCIONES,500,,710,,1,50,10,1
MANZANA ROJA ENDULZADA - FRUCH,Unidad,SNAK DULCES,1,7798418980016,2200,GOURMET CONCEPCION,3100,,711,,1,1,0,1
MANZANA ROJA SIN AZUCAR - FRUCH,Unidad,SNAK DULCES,1,7798418980047,2200,GOURMET CONCEPCION,3100,,712,,1,1,0,1
MANZANA VERDE ENDULZADA - FRUCH,Unidad,SNAK DULCES,1,7798418980023,2200,GOURMET CONCEPCION,3100,,713,,1,1,0,1
Capimax - WPN,Unidad,SUPLEMENTOS,2,658325169683,13100,WPN - PROBIOLIFE,22300,,714,,1,2,1,1
COLAGENO VITA + - WPN,Unidad,SUPLEMENTOS,2,658325169669,10100,WPN - PROBIOLIFE,16800,,715,,1,2,1,1
Collagen Beauty - WPN,Unidad,SUPLEMENTOS,1,658325169614,34540,WPN - PROBIOLIFE,47000,,716,,1,2,1,1
Collagen Beauty Sabor Pink Lemonade - WPN,Unidad,SUPLEMENTOS,1,658325169621,34540,WPN - PROBIOLIFE,47000,,717,,1,2,1,1
Collagen Flex - WPN,Unidad,SUPLEMENTOS,1,658325169638,30800,WPN - PROBIOLIFE,45000,,718,,1,2,1,1
Collagen Flex Sabor Naranja-Mango - WPN,Unidad,SUPLEMENTOS,1,658325169690,30800,WPN - PROBIOLIFE,45000,,719,,1,2,1,1
Collagen Peptides - WPN,Unidad,SUPLEMENTOS,2,850004523087,26620,WPN - PROBIOLIFE,39000,,720,,1,2,1,1
MAGNESIO - WPN,Unidad,SUPLEMENTOS,2,658325169676,12300,WPN - PROBIOLIFE,20000,,721,,1,2,1,1
PROBIOLIFE BALANCE L 120524 V 08-26 - WPN,Unidad,SUPLEMENTOS,2,7798419660047,13950,WPN - PROBIOLIFE,22500,,722,,1,2,1,1
PROBIOLIFE CARDIO L 140524 V 08-26 - WPN,Unidad,SUPLEMENTOS,2,7798419660078,17200,WPN - PROBIOLIFE,27000,,723,,1,2,1,1
PROBIOLIFE DEFENSE L 110524 V 08-26 - WPN,Unidad,SUPLEMENTOS,2,7798419660061,14350,WPN - PROBIOLIFE,23000,,724,,1,2,1,1
PROBIOLIFE ENERGY L 150524 V 08-26 - WPN,Unidad,SUPLEMENTOS,2,7798419660092,15500,WPN - PROBIOLIFE,25500,,725,,1,2,1,1
PROBIOLIFE FLEX L 130524 V 08-26 - WPN,Unidad,SUPLEMENTOS,2,7798419660054,12780,WPN - PROBIOLIFE,21000,,726,,1,2,1,1
PROBIOLIFE MAGNESIUM L 160524 V 08-26 - WPN,Unidad,SUPLEMENTOS,2,7798419660085,12990,WPN - PROBIOLIFE,21000,,727,,1,2,1,1
Vitamina B12 - WPN,Unidad,SUPLEMENTOS,2,7798419660030,11500,WPN - PROBIOLIFE,20000,,728,,1,2,1,1
Vitamina C 500mg - WPN,Unidad,SUPLEMENTOS,2,7798419660016,11600,WPN - PROBIOLIFE,20000,,729,,1,2,1,1
Vitamina D 4000 UI - WPN,Unidad,SUPLEMENTOS,2,7798419660023,10100,WPN - PROBIOLIFE,16000,,730,,1,2,1,1
Agar agar ARGENDIET sobre x10gr,Unidad,SUPLEMENTOS,10,7798146450300,1312,MAITEN,2500,,731,,1,2,1,1
Ajo 1000 GEONAT x30comp,Unidad,SUPLEMENTOS,2,7798119960669,5890,BIOMEGA,8900,,732,,1,2,1,1
Ajo negro GEONAT x30comp,Unidad,SUPLEMENTOS,2,7798119969013,5441.2,BIOMEGA,8900,,733,,1,2,1,1
Arandano azul GEONAT x60comp,Unidad,SUPLEMENTOS,3,7798119960560,9224,ORGANICA,12900,,734,,1,2,1,1
Arandano rojo GEONAT x30comp,Unidad,SUPLEMENTOS,1,7798119961260,5631,ORGANICA,8900,,735,,1,2,1,1
Cloruro de magensio IBC x33gr,Unidad,SUPLEMENTOS,3,7798151630537,,,5000,,736,,1,2,1,1
Colageno hidrolizado LUC VER x90gr,Unidad,SUPLEMENTOS,1,,,,6500,,737,,1,2,1,1
Lecitina de soja VITATECH x60comp,Unidad,SUPLEMENTOS,2,7798139070300,5462,ORGANICA,6500,,738,,1,2,1,1
MACA PERUANA - KALLPA X 500GR,Unidad,SUPLEMENTOS,3,138055651547,1127.1,BIOMEGA,2500,,739,,1,2,1,1
Harina de moringa LUC VER x90gr,Unidad,SUPLEMENTOS,6,7795345010908,771,PUNTO CANDY,2000,,740,,1,2,1,1
PROBIOTICOS - IKIGAI 60ML,Unidad,SUPLEMENTOS,2,,6085,ORGANICA,8500,,741,,1,3,1,1
Propoleo GOLDFISH,Unidad,SUPLEMENTOS,1,7798073131471,,,9000,,742,,1,2,1,1
Spirulina con maca LUC VER x100gr,Unidad,SUPLEMENTOS,3,4789843246529,,,6500,,743,,1,2,1,1
Spirulina detox GEONAT x60comp,Unidad,SUPLEMENTOS,1,7798119968924,5400,ORGANICA,7200,,744,,1,2,1,1
Tintura madre ajo x60cc - OASIS,Unidad,SUPLEMENTOS,1,7798067561635,3520.5,ORGANICA,4800,,745,,1,2,1,1
Tintura madre arandano x60cc - OASIS,Unidad,SUPLEMENTOS,1,7798067561574,3520.5,ORGANICA,4800,,746,,1,2,1,1
Tintura madre guarana x60cc - OASIS,Unidad,SUPLEMENTOS,3,7798067562625,4570,ORGANICA,6200,,747,,1,2,1,1
Vitamina C VITATECH x30comp,Unidad,SUPLEMENTOS,2,7798139070324,4585,ORGANICA,6500,,748,,1,2,1,1
Vitamina D3 VITATECH x30comp,Unidad,SUPLEMENTOS,1,7798139074933,4585,ORGANICA,6500,,749,,1,2,1,1
Zinc VITATECH x30comp,Unidad,SUPLEMENTOS,3,7798139074964,4500,ORGANICA,6500,,750,,1,2,1,1
ACELGA 550GR - GREEN LIFE,Unidad,FREEZER,3,7790670052593,1785,GAMA,3200,,751,,1,4,2,1
AGUA DE MAR - PRANAMAR 500CC,Unidad,GONDOLA,2,614143601583,2785,ORGANICA,3700,,752,,1,4,2,1
ALFAJOR KETO - RINCON,Unidad,HELADERA,6,,2400,RINCON DE LO CASERITO,3400,,753,,1,10,2,1
ARANDANOS - GREEN LIFE 300GR,Unidad,FREEZER,2,7790670052517,3163.52,GAMA,5900,,754,,,4,2,1
CHAUCHAS - GREEN LIFE 350GR,Unidad,FREEZER,4,7790670052616,1773.5,GAMA,3500,,755,,,4,2,1
CRACKER BASTONI - CAPRESE,Unidad,GALLETITAS - PANES - SNAKCS,6,,2000,GOURMET CONCEPCION,3000,,756,,,6,3,1
CRACKER BASTONI - PARMESANO Y AMAPOLA,Unidad,GALLETITAS - PANES - SNAKCS,6,,2000,GOURMET CONCEPCION,3000,,757,,,6,3,1
